# time stamp,yA,yB,yC,yD,yE,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10
0.000000,7.962733,172.649042,7.435798,149.096179,29.314240,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200401,2.476083,175.124978,57.563178,141.847976,29.376410,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400802,3.199044,171.675949,82.768813,149.726632,29.112342,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.601202,3.473468,179.259037,100.153202,147.803065,21.399643,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.801603,8.907363,180.075925,112.324148,146.015680,25.888560,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002004,4.918837,180.653035,121.815265,142.480259,26.392230,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.202405,2.281038,181.170999,137.331449,139.229316,22.300471,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.402806,5.991442,178.311463,136.919791,141.769039,24.550650,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.603206,3.111094,178.351744,150.591055,137.708936,22.541926,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.803607,6.103460,179.944204,151.602025,132.719122,21.968799,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.004008,5.955657,178.840523,155.904867,131.829341,27.894688,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.204409,4.309715,182.432333,164.285820,131.333291,21.084879,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.404810,2.498880,182.043692,164.540447,134.385635,28.119307,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.605210,6.202614,179.888352,163.855631,124.699684,21.353406,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.805611,0.866549,182.725393,174.923750,128.379493,29.185722,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.006012,8.930278,183.607914,171.475851,124.501842,26.846664,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.206413,2.688923,175.989760,179.491696,121.783151,22.005636,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.406814,2.879030,179.531445,177.178466,127.803297,20.638297,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.607214,6.400728,176.765587,178.667158,128.810283,29.893260,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.807615,2.688317,181.272111,181.074536,124.707352,21.590838,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.008016,9.570510,183.957105,191.667434,124.768807,26.319093,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.208417,5.569070,177.801094,188.131953,120.751364,25.196997,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.408818,6.686722,180.635033,192.911277,124.819820,28.127218,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.609218,6.078921,183.748973,190.932674,118.639599,20.160735,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
