# time stamp,yA,yB,yC,yD,yE,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10
0.000000,9.285441,176.522661,-9.525983,152.709660,29.174365,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
0.200401,8.670667,173.634301,54.744512,147.762900,27.849159,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
0.400802,7.526763,171.844711,73.329530,149.278572,29.256624,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
0.601202,7.807869,172.516097,88.576395,141.712001,21.777003,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
0.801603,6.875725,174.129977,105.834289,143.023291,28.125120,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
1.002004,9.917951,177.085545,111.191257,140.983780,27.821589,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
1.202405,8.768643,174.384382,118.783509,143.354952,23.261733,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
1.402806,5.620077,179.009700,134.319781,132.708082,29.769128,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
1.603206,0.570668,178.277636,137.839331,130.972180,26.573317,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
1.803607,1.502471,181.673776,137.592724,136.002567,27.591722,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
2.004008,3.372824,173.962933,149.906907,134.684495,23.997853,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
2.204409,0.037073,183.361790,148.249749,130.635184,23.121097,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
2.404810,0.250189,176.651661,151.231615,135.085996,24.667895,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
2.605210,0.582751,184.442284,157.289754,129.971614,21.353268,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
2.805611,8.242450,178.987370,159.007492,129.960313,22.681859,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
3.006012,0.045374,185.458656,162.566101,124.956427,23.767935,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
3.206413,5.708040,177.987244,164.555745,122.073361,29.227848,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
3.406814,0.734709,181.826312,167.020072,125.417358,25.329822,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
3.607214,1.341575,186.507938,174.568102,120.909604,22.760074,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
3.807615,9.441446,183.020990,180.137444,124.803855,29.169110,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
4.008016,0.108751,182.623884,179.094519,119.446570,20.024143,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
4.208417,7.610919,187.456528,176.533903,120.541927,21.402848,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
4.408818,8.526144,181.469367,184.289513,116.583137,25.973406,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
4.609218,9.587435,187.602018,185.326824,119.381272,27.238736,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
4.809619,9.299114,181.492940,183.196355,118.846882,20.941457,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
5.010020,2.035559,188.209633,185.942493,117.230069,25.746136,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
5.210421,5.202904,186.928646,185.308745,120.758593,25.935170,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
5.410822,9.493410,179.878912,187.390082,116.063233,23.153089,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
5.611222,1.392631,184.905359,192.461728,117.546329,21.157662,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
5.811623,9.083812,187.334032,194.083207,112.064167,25.889329,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
6.012024,1.795953,183.231889,197.942856,112.775308,28.033449,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
6.212425,3.848307,189.004896,200.684831,113.468710,27.366483,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
6.412826,8.988151,185.200247,202.330437,116.708746,26.934357,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
6.613226,6.343025,185.749864,205.021119,107.060726,25.949432,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
6.813627,8.007685,188.609590,199.744060,111.915830,20.058648,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
7.014028,0.427293,187.051164,198.698054,114.637512,20.590577,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
7.214429,4.251536,181.225317,202.643560,110.749527,27.202142,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
7.414830,3.325883,184.054803,210.448318,109.899596,29.581990,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
7.615230,7.139419,185.813073,211.518499,108.632384,27.918597,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
7.815631,6.446590,185.806180,206.272545,110.338828,24.010732,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
8.016032,5.196143,182.651650,206.254058,108.902834,23.456736,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
8.216433,8.989352,189.244751,205.828292,108.200479,21.465847,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
8.416834,5.672434,187.483432,206.868644,109.835074,29.506548,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
8.617234,1.974615,189.724736,214.308234,106.408958,29.062420,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
8.817635,7.979808,186.168301,217.661808,108.486448,25.033413,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
9.018036,2.610327,180.971679,214.681710,102.157986,28.721599,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
9.218437,3.909564,180.849157,212.943335,106.152735,21.100986,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
9.418838,10.095090,181.718593,211.693755,106.221058,29.384589,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
9.619238,11.727061,186.642312,219.990721,97.147727,24.461881,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
9.819639,4.370832,186.039776,218.074550,99.781684,23.776587,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
10.020040,11.148203,188.270115,218.415867,103.479451,26.891842,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
10.220441,12.783304,179.193907,214.716713,102.559922,22.284613,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
10.420842,4.680980,178.824138,223.384989,98.290578,26.943070,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
10.621242,8.547895,188.215851,225.771996,101.619153,21.643774,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
10.821643,12.423222,185.254331,224.254998,104.033419,27.494799,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
11.022044,12.824595,186.337419,217.984586,94.683439,27.518925,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
11.222445,15.733015,185.748700,223.045831,94.285921,22.969675,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
11.422846,16.606855,180.877841,227.399376,100.047600,25.430494,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
