# time stamp,yA,yB,yC,yD,yE,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10
0.000000,5.375757,189.684863,3.549677,158.361146,22.512952,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.200401,8.357528,188.865906,58.808907,154.456345,29.113401,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.400802,8.840308,187.907102,88.317831,151.760391,20.217586,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.601202,3.952894,185.629820,105.711802,156.575964,20.316840,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.801603,9.272314,187.061792,111.556778,153.753184,21.371602,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.002004,2.510903,190.621107,126.261377,147.668628,25.663697,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.202405,4.874478,183.701625,129.538873,144.490773,20.493713,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.402806,2.646727,190.337134,139.363217,144.140296,20.880978,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.603206,4.684990,185.609663,147.929839,141.166222,27.069334,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.803607,5.893195,192.334882,153.241340,140.331757,26.631904,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.004008,9.633156,188.216371,160.157058,138.459592,26.869384,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.204409,7.940214,191.495050,158.925479,144.520886,28.878132,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.404810,3.616049,188.335793,164.162631,145.615587,25.466977,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.605210,3.580599,191.958028,169.971730,136.547751,23.809464,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.805611,8.351040,188.744389,169.632857,140.142691,20.860910,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.006012,9.141158,188.065971,177.344186,137.374200,25.714120,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.206413,4.531990,193.363197,176.461927,140.821051,29.928291,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.406814,7.077905,195.106476,179.692880,131.171185,25.901077,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.607214,5.976406,189.953038,178.230173,135.494446,28.579512,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.807615,4.666414,188.821555,184.522528,131.945022,29.748508,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.008016,5.899232,190.920755,185.342753,133.678310,20.715357,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.208417,9.350110,196.903092,193.635785,127.859392,26.677423,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.408818,9.493796,195.461958,195.506151,128.732996,29.869101,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
