# time stamp,yA,yB,yC,yD,yE,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10
0.000000,8.966817,169.623927,2.122201,145.003787,28.543450,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.200401,4.797675,164.863971,62.551755,146.738371,23.708319,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.400802,2.796458,168.519975,88.225168,143.530459,28.764795,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.601202,9.992029,170.055707,106.415361,147.344854,27.460226,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.801603,0.024275,170.652030,110.510716,138.173324,27.362295,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.002004,1.774024,163.359882,128.824653,135.644579,21.937901,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.202405,9.214390,163.410878,132.645279,142.851338,27.331052,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.402806,5.084379,170.917092,136.639269,135.933197,22.066106,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.603206,7.060379,163.277597,143.018191,135.843530,26.415461,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.803607,9.443566,168.441811,155.434656,138.482617,21.336324,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.004008,9.662822,166.199368,160.426239,132.190165,29.787322,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.204409,7.249111,170.335171,161.889226,132.480012,23.951662,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.404810,0.710173,166.270740,166.238115,132.405684,26.596622,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.605210,5.163140,171.726261,171.823815,126.018787,20.730044,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.805611,3.430583,170.254924,175.131953,131.948889,23.451933,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.006012,5.441479,173.975103,179.471077,124.608527,26.572617,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.206413,8.612850,168.703797,176.166114,122.009540,25.965025,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.406814,4.277907,173.948970,176.302637,125.348314,23.022343,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.607214,6.347067,174.113023,182.722191,120.712244,24.031436,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
3.807615,5.354956,175.242453,184.850764,119.811423,28.388174,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.008016,2.213301,170.491574,185.977677,120.642164,20.787154,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.208417,7.745415,168.485364,194.883176,125.289765,29.794564,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.408818,5.743367,173.780028,190.021083,125.026917,20.402871,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.609218,7.629814,177.807637,189.677870,116.395192,28.587048,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
4.809619,5.375222,173.255207,197.819559,114.409796,26.609200,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
5.010020,2.399720,177.041706,196.092887,116.222203,27.832134,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
5.210421,0.869259,169.987964,202.358338,120.654580,29.430567,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
